repo_name,pr_title,pr_url,created_at,closed_at,total_comments,total_commits,state,addline,deleteline,changefile,fetch_status
contentful/forma-36,Fix TextInput with CopyButton margins/padding,https://github.com/contentful/forma-36/pull/55,2019-01-23T12:31:54Z,2019-01-24T12:51:23Z,0,1,MERGED,2,1,1,Success
contentful/forma-36,feat: implement short description in page content header,https://github.com/contentful/forma-36/pull/1822,2022-01-26T11:55:43Z,2022-02-07T14:23:30Z,1,6,MERGED,305,257,19,Success
cultureamp/kaizen-design-system,fix: remove animation from InlineNotification when persistent,https://github.com/cultureamp/kaizen-design-system/pull/3972,2023-08-09T04:51:07Z,2023-08-10T04:15:46Z,3,16,MERGED,15,114,6,Success
cultureamp/kaizen-design-system,[KZN-3416] Fix popover regressions,https://github.com/cultureamp/kaizen-design-system/pull/6073,2025-09-11T22:44:28Z,2025-09-16T04:20:14Z,2,4,MERGED,43,19,6,Success
cultureamp/kaizen-design-system,fix: navigation bar design review,https://github.com/cultureamp/kaizen-design-system/pull/787,2020-09-22T03:04:41Z,2020-09-22T03:24:20Z,0,2,MERGED,23,19,3,Success
cultureamp/kaizen-design-system,fix(Modal): Focus ring wrap the dialog instead of the title,https://github.com/cultureamp/kaizen-design-system/pull/4877,2024-07-29T04:53:33Z,2024-07-29T06:08:35Z,2,1,MERGED,19,15,3,Success
cultureamp/kaizen-design-system,feat: Allow custom icons for popovers,https://github.com/cultureamp/kaizen-design-system/pull/857,2020-11-10T02:39:00Z,2020-11-10T22:24:02Z,0,4,MERGED,24,1,2,Success
curology/radiance-ui,Update dropdown component max-height,https://github.com/curology/radiance-ui/pull/256,2020-07-02T16:05:33Z,2020-07-02T21:49:35Z,0,5,MERGED,49,24,4,Success
curology/radiance-ui,Add aria-label to dropdown component,https://github.com/curology/radiance-ui/pull/1110,2021-08-06T16:42:36Z,2021-08-09T22:09:56Z,3,1,CLOSED,1,0,1,Success
danskernesdigitalebibliotek/dpl-design-system,Feature/5387 publizon items styling,https://github.com/danskernesdigitalebibliotek/dpl-design-system/pull/141,2022-09-15T10:54:05Z,2022-09-23T12:03:16Z,0,3,MERGED,11,0,2,Success
danskernesdigitalebibliotek/dpl-design-system,Class for text truncation,https://github.com/danskernesdigitalebibliotek/dpl-design-system/pull/108,2022-07-25T08:19:03Z,2022-07-26T08:29:24Z,0,1,MERGED,12,0,2,Success
danskernesdigitalebibliotek/dpl-design-system,Center calendar horizontally on mobile and hide box arrow,https://github.com/danskernesdigitalebibliotek/dpl-design-system/pull/828,2025-01-20T15:16:18Z,2025-01-30T09:07:45Z,0,1,MERGED,11,6,1,Success
danskernesdigitalebibliotek/dpl-design-system,Ensure second menu level is always full height,https://github.com/danskernesdigitalebibliotek/dpl-design-system/pull/118,2022-08-03T14:36:16Z,2022-08-05T09:40:01Z,0,3,MERGED,14,3,4,Success
department-of-veterans-affairs/component-library,Va alert/no headline spacing issue,https://github.com/department-of-veterans-affairs/component-library/pull/434,2022-05-19T15:25:08Z,2023-08-11T19:53:38Z,12,2,CLOSED,52,8,4,Success
department-of-veterans-affairs/component-library,41424 Storybook Introduction Page Links,https://github.com/department-of-veterans-affairs/component-library/pull/458,2022-06-10T15:56:29Z,2022-06-13T19:25:35Z,4,6,MERGED,54,5,2,Success
department-of-veterans-affairs/component-library,Add Storybook style overrides for USWDS v3 components,https://github.com/department-of-veterans-affairs/component-library/pull/577,2022-11-16T20:00:37Z,2022-11-21T18:28:49Z,0,6,MERGED,60,4,2,Success
dpc-sdp/ripple,[SDPL-88] Field select letter,https://github.com/dpc-sdp/ripple/pull/565,2019-10-14T06:44:46Z,2019-11-01T03:17:32Z,2,7,MERGED,851,12,5,Success
dpc-sdp/ripple-framework,[SD-576] - Added RplProgress UI component,https://github.com/dpc-sdp/ripple-framework/pull/1426,2025-01-20T00:02:24Z,2025-01-20T22:54:13Z,1,1,MERGED,503,0,4,Success
e-gov/cvi,feat(icons): add content-copy icon EBS-360,https://github.com/e-gov/cvi/pull/127,2023-07-24T08:46:53Z,2023-07-24T17:43:41Z,0,2,MERGED,7,0,2,Success
epicmaxco/vuestic-ui,[#2295] `VaDataTable` scroll events,https://github.com/epicmaxco/vuestic-ui/pull/2389,2022-09-12T12:01:39Z,2022-10-05T09:08:36Z,0,16,MERGED,310,85,17,Success
epicmaxco/vuestic-ui,[#1701] Fix tab `id` value in the `VaTabs`,https://github.com/epicmaxco/vuestic-ui/pull/1702,2022-04-25T11:09:29Z,2022-04-25T12:15:31Z,0,2,MERGED,8,10,2,Success
ethereum/ethereum-org-website,fix: DocLink routing; use internal link component,https://github.com/ethereum/ethereum-org-website/pull/15327,2025-04-22T09:05:14Z,2025-04-25T16:20:05Z,6,1,MERGED,7,4,1,Success
ethereum/ethereum-org-website,Internal link component [Issue #1737],https://github.com/ethereum/ethereum-org-website/pull/1753,2020-11-06T03:15:54Z,2020-11-12T20:49:09Z,12,12,MERGED,116,42,6,Success
evidence-dev/evidence,DataTable fixes and upgrades,https://github.com/evidence-dev/evidence/pull/1525,2024-01-25T21:02:39Z,2024-01-29T19:16:04Z,3,10,MERGED,153,60,8,Success
evidence-dev/evidence,"added authenticator env var to listing, and warnings for browser-only auth",https://github.com/evidence-dev/evidence/pull/940,2023-06-09T20:58:42Z,2023-06-09T21:16:20Z,3,2,MERGED,70,47,3,Success
evidence-dev/evidence,Fix scrollbar appearing when hovering last chart on page,https://github.com/evidence-dev/evidence/pull/1939,2024-04-24T20:09:18Z,2024-04-24T21:18:33Z,5,1,MERGED,6,1,2,Success
fortanix/baklava,"Implement ""card"" variant for `Button` component",https://github.com/fortanix/baklava/pull/121,2025-02-02T15:59:04Z,2025-02-03T14:43:32Z,0,4,MERGED,120,73,28,Success
getappmap/appmap-js,update wording for analysis CTA in web view,https://github.com/getappmap/appmap-js/pull/1003,2023-02-07T18:04:56Z,2023-02-07T19:01:44Z,1,1,MERGED,5,0,1,Success
getappmap/appmap-js,1144 - Sign-in test flow 1,https://github.com/getappmap/appmap-js/pull/1145,2023-04-14T15:57:42Z,2023-04-28T14:56:09Z,2,11,MERGED,134,8,4,Success
getappmap/appmap-js,Add button to copy filter state,https://github.com/getappmap/appmap-js/pull/1190,2023-05-18T21:48:30Z,2024-04-30T14:35:01Z,0,1,CLOSED,50,1,2,Success
gradio-app/gradio,UI Design Improvements,https://github.com/gradio-app/gradio/pull/473,2022-01-21T00:09:41Z,2022-01-27T04:07:50Z,1,12,MERGED,27,19,7,Success
gradio-app/gradio,Add support for altair plots,https://github.com/gradio-app/gradio/pull/2741,2022-11-29T19:21:04Z,2022-12-02T17:53:43Z,8,14,MERGED,922,36,18,Success
gravitee-io/gravitee-ui-components,fix(gv-policy-studio): use correct icon and name for `try it` tab,https://github.com/gravitee-io/gravitee-ui-components/pull/432,2021-08-16T07:52:55Z,2021-08-16T07:58:44Z,2,1,MERGED,1,1,1,Success
grommet/grommet,Make Calendar able to scale down responsively,https://github.com/grommet/grommet/pull/7583,2025-04-09T22:13:07Z,2025-04-15T16:29:20Z,0,8,MERGED,9396,6187,8,Success
guardian/dotcom-rendering,Change vertical gap to 4px in beta containers,https://github.com/guardian/dotcom-rendering/pull/13126,2025-01-13T16:42:39Z,2025-01-22T10:21:14Z,5,3,MERGED,66,34,2,Success
guardian/dotcom-rendering,Support column split theme,https://github.com/guardian/dotcom-rendering/pull/9349,2023-10-27T10:56:54Z,2023-10-30T09:38:39Z,1,3,MERGED,49,32,2,Success
guardian/dotcom-rendering,Use headline colour for latest links title text,https://github.com/guardian/dotcom-rendering/pull/12723,2024-10-30T16:46:51Z,2024-10-30T17:05:51Z,3,1,MERGED,1,0,1,Success
guardian/dotcom-rendering,show 'wide' LeftColumn after leftCol breakpoint for live layouts,https://github.com/guardian/dotcom-rendering/pull/3685,2021-11-24T17:46:24Z,2021-11-30T11:37:03Z,2,8,MERGED,4,4,1,Success
guardian/dotcom-rendering,Change `sign-in-gate` placeholder to `div`,https://github.com/guardian/dotcom-rendering/pull/4083,2022-02-24T12:48:56Z,2022-02-25T09:30:05Z,1,1,MERGED,2,2,1,Success
guardian/dotcom-rendering,Use correct layouts when ad-free for `dynamic/slow-mpu`,https://github.com/guardian/dotcom-rendering/pull/8078,2023-06-28T11:55:57Z,2023-07-04T13:01:40Z,1,2,MERGED,333,269,6,Success
guardian/dotcom-rendering,Use DCR support header component in new TopBar,https://github.com/guardian/dotcom-rendering/pull/11393,2024-05-08T14:02:55Z,2024-05-28T16:23:15Z,5,16,MERGED,576,326,26,Success
guardian/dotcom-rendering,Add SlotBodyEnd (epic) to interactive layout,https://github.com/guardian/dotcom-rendering/pull/5184,2022-06-14T08:21:38Z,2022-07-06T13:47:10Z,2,15,MERGED,92,46,3,Success
guardian/dotcom-rendering,refactor: consolidate styles ahead of font scaling adjustment,https://github.com/guardian/dotcom-rendering/pull/9750,2023-12-04T10:28:17Z,2023-12-04T12:08:38Z,2,1,CLOSED,23,37,1,Success
guardian/dotcom-rendering,Carousels: Align navigation with container title and grid,https://github.com/guardian/dotcom-rendering/pull/12787,2024-11-08T13:31:08Z,2024-11-12T10:18:56Z,5,4,MERGED,85,32,5,Success
guardian/dotcom-rendering,Update loop video styles,https://github.com/guardian/dotcom-rendering/pull/13942,2025-05-13T13:38:45Z,2025-05-14T14:20:34Z,5,4,MERGED,71,33,5,Success
guardian/dotcom-rendering,Fix date bug - always format match day date using UTC timezone,https://github.com/guardian/dotcom-rendering/pull/13700,2025-03-28T11:26:51Z,2025-03-31T09:27:03Z,3,1,MERGED,8,11,2,Success
guardian/dotcom-rendering,"Refactor AR story structure, add more examples",https://github.com/guardian/dotcom-rendering/pull/4090,2022-02-24T18:55:12Z,2022-02-25T15:00:15Z,1,6,MERGED,106,59,3,Success
guardian/dotcom-rendering,Fix e2e test which fails when in UpdatedHeaderDesign test,https://github.com/guardian/dotcom-rendering/pull/12200,2024-08-23T15:03:43Z,2024-08-23T15:18:35Z,3,1,CLOSED,5,0,1,Success
guardian/dotcom-rendering,Improve `flexible/general` Storybook stories,https://github.com/guardian/dotcom-rendering/pull/12464,2024-09-26T16:21:52Z,2024-10-01T13:00:07Z,4,7,MERGED,295,51,5,Success
guardian/dotcom-rendering,Improve accessibility of advertisement labels,https://github.com/guardian/dotcom-rendering/pull/6352,2022-11-03T11:12:03Z,2022-11-04T12:31:16Z,0,5,MERGED,4,4,1,Success
guardian/dotcom-rendering,Add Print Story,https://github.com/guardian/dotcom-rendering/pull/3289,2021-08-16T09:40:28Z,2021-08-16T10:03:28Z,1,1,MERGED,35,1,1,Success
guardian/dotcom-rendering,Styling the outbrain widget,https://github.com/guardian/dotcom-rendering/pull/767,2019-09-17T10:39:13Z,2019-09-17T13:33:00Z,2,6,MERGED,64,1,1,Success
guardian/dotcom-rendering,Update Comments.tsx,https://github.com/guardian/dotcom-rendering/pull/10382,2024-01-29T14:15:03Z,2024-02-06T16:33:08Z,2,1,CLOSED,52,9,1,Success
guardian/gateway,`Islet`s - Getaway (Gateway) Islands 🏝️,https://github.com/guardian/gateway/pull/1513,2022-02-28T10:03:26Z,2023-02-27T13:42:30Z,3,8,CLOSED,747,183,22,Success
guardian/gateway,Implement breached password validation on password reset,https://github.com/guardian/gateway/pull/123,2020-12-04T16:27:28Z,2020-12-21T09:34:29Z,2,5,MERGED,857,32,23,Success
guardian/source,`StarRating` Component,https://github.com/guardian/source/pull/803,2021-04-16T12:07:36Z,2021-04-29T13:34:10Z,0,9,MERGED,316,9,14,Success
guardian/support-frontend,[Snyk] Upgrade @guardian/src-button from 2.1.0 to 2.5.0,https://github.com/guardian/support-frontend/pull/2846,2020-11-20T23:12:20Z,2020-12-14T14:07:09Z,0,1,CLOSED,19,7,2,Success
hackworthltd/primer-app,[Snyk] Security upgrade vite-plugin-dts from 3.9.1 to 4.0.0,https://github.com/hackworthltd/primer-app/pull/1240,2024-10-22T04:01:33Z,2025-05-12T16:20:53Z,0,1,CLOSED,1,1,1,Success
hackworthltd/primer-app,style(components): Switch to circular avatars.,https://github.com/hackworthltd/primer-app/pull/78,2021-10-13T10:08:23Z,2021-10-13T10:30:20Z,3,1,MERGED,15,7,1,Success
hackworthltd/primer-app,[Snyk] Security upgrade eslint from 8.57.0 to 9.0.0,https://github.com/hackworthltd/primer-app/pull/1128,2024-04-06T00:10:46Z,2024-04-09T12:58:55Z,0,1,CLOSED,1,1,1,Success
homebound-team/beam,fix: Nested GridTable leaf cards draw their own borders,https://github.com/homebound-team/beam/pull/444,2022-02-04T17:52:25Z,2022-02-08T16:06:58Z,2,2,MERGED,90,162,6,Success
homebound-team/beam,feat(accordion): clickable title,https://github.com/homebound-team/beam/pull/1033,2024-05-25T02:25:09Z,2024-05-29T19:40:37Z,1,4,MERGED,111,34,3,Success
homebound-team/beam,feat(bound-select-field): dirty indicator,https://github.com/homebound-team/beam/pull/604,2022-07-21T21:10:19Z,2023-01-06T23:39:02Z,1,1,CLOSED,37,2,2,Success
homebound-team/beam,fix: scrollshadow chromatic diff issue,https://github.com/homebound-team/beam/pull/1082,2024-10-18T16:47:40Z,2025-04-14T20:12:36Z,1,5,CLOSED,36,1,2,Success
input-output-hk/daedalus,"[DDW-503] Show stake pool ID on the ""Confirmation"" step of the ""Delegation"" wizard",https://github.com/input-output-hk/daedalus/pull/2281,2020-12-17T00:10:10Z,2020-12-17T19:49:19Z,0,7,MERGED,69,33,8,Success
input-output-hk/lace,fix: long nft folder names wrapping in nft details,https://github.com/input-output-hk/lace/pull/1146,2024-05-09T21:36:19Z,2024-05-13T15:41:54Z,2,3,MERGED,11,7,2,Success
isomerpages/isomercms-frontend,ref(formField): adds formInput and refactors formField,https://github.com/isomerpages/isomercms-frontend/pull/774,2022-02-15T09:21:29Z,2022-03-09T03:14:59Z,0,34,MERGED,1022,882,38,Success
isomerpages/isomercms-frontend,Feat/collections layout,https://github.com/isomerpages/isomercms-frontend/pull/206,2020-11-05T20:34:35Z,2020-11-09T05:07:53Z,1,26,MERGED,502,157,16,Success
isomerpages/isomercms-frontend,fix(path-traversal): add regex to prevent path traversal attack,https://github.com/isomerpages/isomercms-frontend/pull/1828,2024-03-08T05:41:28Z,2024-03-14T02:45:51Z,2,1,MERGED,19,19,1,Success
isomerpages/isomercms-frontend,Feat/homepageAnnouncement,https://github.com/isomerpages/isomercms-frontend/pull/1502,2023-09-19T08:28:22Z,2023-09-27T08:56:00Z,2,11,MERGED,143,31,10,Success
iterative/vscode-dvc,Add ability to color bullets into experiments webview,https://github.com/iterative/vscode-dvc/pull/1010,2021-11-08T04:53:50Z,2021-11-08T21:44:01Z,1,3,MERGED,63,12,7,Success
ithaka/pharos,Tabs: Remove overflow-y from pharos-tabs' tab__panels class,https://github.com/ithaka/pharos/pull/690,2024-02-21T15:48:43Z,2024-02-27T17:14:19Z,1,2,MERGED,5,1,2,Success
ithaka/pharos,Dropdown Menu: Add default elevation,https://github.com/ithaka/pharos/pull/684,2024-02-09T14:38:56Z,2024-02-13T16:43:35Z,2,2,MERGED,6,5,2,Success
ithaka/pharos,Storybook: use Pharos standard colors for background options,https://github.com/ithaka/pharos/pull/464,2022-12-10T00:38:15Z,2022-12-11T16:20:25Z,2,1,MERGED,15,47,3,Success
ithaka/pharos,Update dependencies to latest compatible versions,https://github.com/ithaka/pharos/pull/716,2024-03-12T21:06:02Z,2024-03-13T12:48:09Z,2,28,MERGED,4225,3543,29,Success
jpmorganchase/salt-ds,Fix dropdown combo list zindex,https://github.com/jpmorganchase/salt-ds/pull/188,2022-06-13T16:17:43Z,2022-07-20T15:20:16Z,2,4,MERGED,46,19,9,Success
jpmorganchase/salt-ds,Fix docs content height issue,https://github.com/jpmorganchase/salt-ds/pull/1334,2023-03-21T13:45:55Z,2023-03-24T12:24:57Z,4,15,MERGED,26,4,4,Success
kiva/kv-ui-elements,feat: comment replies ack 922,https://github.com/kiva/kv-ui-elements/pull/350,2024-02-28T21:49:10Z,2024-02-29T00:27:39Z,0,5,MERGED,186,38,8,Success
kufu/smarthr-ui,Fix controllable dropdown bug,https://github.com/kufu/smarthr-ui/pull/390,2019-10-17T06:00:08Z,2019-10-17T13:52:11Z,3,4,MERGED,116,121,7,Success
kufu/smarthr-ui,fix: fix the condition of displaying message of duplicating in MultiComboBox (SHRUI-302),https://github.com/kufu/smarthr-ui/pull/1237,2020-12-17T05:06:39Z,2020-12-21T04:02:16Z,2,3,MERGED,6,5,2,Success
kufu/smarthr-ui,fix: `SegmentedControl` のフォーカスインジケータが兄弟要素に隠れないように修正 (SHRUI-426),https://github.com/kufu/smarthr-ui/pull/1725,2021-07-06T05:16:12Z,2021-07-06T06:41:43Z,2,1,MERGED,5,1,1,Success
kufu/smarthr-ui,feat: DatetimeLocalPicker を追加,https://github.com/kufu/smarthr-ui/pull/5138,2024-11-26T10:22:57Z,2024-11-28T02:02:19Z,1,2,MERGED,107,0,5,Success
kufu/smarthr-ui,feat: fade out Dialog component,https://github.com/kufu/smarthr-ui/pull/776,2020-05-11T03:18:42Z,2020-05-12T07:29:57Z,1,2,MERGED,78,34,8,Success
kufu/smarthr-ui,feat(icon): Add fa-times-circle,https://github.com/kufu/smarthr-ui/pull/477,2019-11-25T04:32:50Z,2019-11-25T05:09:32Z,2,1,MERGED,3,0,2,Success
kufu/smarthr-ui,feat: nullable cell option,https://github.com/kufu/smarthr-ui/pull/754,2020-04-28T01:58:56Z,2020-05-08T06:51:38Z,3,3,MERGED,18,1,2,Success
kufu/smarthr-ui,feat: Tooltip に portalRootElement props を追加,https://github.com/kufu/smarthr-ui/pull/3411,2023-06-02T10:57:33Z,2023-08-29T09:44:08Z,3,1,CLOSED,13,4,1,Success
launchdarkly/launchpad-ui,feat(snackbar): add optional footer to Snackbar,https://github.com/launchdarkly/launchpad-ui/pull/708,2023-02-28T18:13:46Z,2023-03-02T18:34:57Z,4,4,CLOSED,43,16,4,Success
livechat/design-system,#440 Change on focus property from box shadow to filter,https://github.com/livechat/design-system/pull/439,2022-09-28T10:15:49Z,2022-10-21T10:50:04Z,1,1,MERGED,1,1,1,Success
metmuseum/marble,fix package.json export syntax for webpack loading in downstream proj…,https://github.com/metmuseum/marble/pull/92,2020-12-23T16:27:34Z,2020-12-23T17:45:43Z,0,2,MERGED,7,7,2,Success
microsoft/iot-cardboard-js,Live data support for popover (BehaviorsModal),https://github.com/microsoft/iot-cardboard-js/pull/295,2022-03-30T01:40:29Z,2022-04-05T16:33:47Z,2,4,MERGED,24,27,4,Success
misskey-dev/misskey,enhance: ノートヘッダーにflex-shrinkを設定し、Acctを優先的に縮小して見栄えをよくするように,https://github.com/misskey-dev/misskey/pull/7752,2021-08-31T15:03:30Z,2021-09-20T13:14:50Z,1,3,MERGED,8,4,1,Success
misskey-dev/misskey,Improve mobile newer-indicator,https://github.com/misskey-dev/misskey/pull/4610,2019-03-30T10:20:22Z,2019-05-26T17:55:02Z,1,5,CLOSED,55,5,3,Success
navikt/aksel,[Snyk] Security upgrade chalk from 1.1.3 to 2.0.0,https://github.com/navikt/aksel/pull/1240,2021-09-12T19:28:52Z,2021-09-13T07:28:09Z,0,1,MERGED,1,1,1,Success
navikt/aksel,:memo: Oppdatert radio-error dokumentasjon,https://github.com/navikt/aksel/pull/2800,2024-03-19T14:08:39Z,2024-03-22T09:42:38Z,1,4,MERGED,10,3,1,Success
navikt/aksel,Små forbedringer på dev miljø,https://github.com/navikt/aksel/pull/531,2019-08-28T17:33:22Z,2019-08-28T17:42:56Z,0,3,MERGED,23,7,2,Success
ni/nimble,TreeView left margin override support,https://github.com/ni/nimble/pull/2338,2024-08-08T14:51:05Z,2024-12-03T18:02:03Z,0,10,CLOSED,38,23,10,Success
ni/nimble,[Snyk] Upgrade zone.js from 0.14.10 to 0.15.1,https://github.com/ni/nimble/pull/2649,2025-07-03T09:13:35Z,2025-07-16T16:38:26Z,0,1,CLOSED,1,1,1,Success
ni/nimble,Button label nowrap,https://github.com/ni/nimble/pull/2385,2024-09-05T15:44:54Z,2024-09-11T11:43:00Z,1,5,MERGED,8,0,2,Success
ni/nimble,Update version of caniuse-lite to fix warning during npm run build,https://github.com/ni/nimble/pull/541,2022-05-04T21:44:38Z,2022-05-09T13:56:48Z,1,2,CLOSED,18,12,2,Success
ni/nimble,Update Storybook dependencies and hide unwanted stories from sidebar,https://github.com/ni/nimble/pull/1490,2023-09-05T18:27:52Z,2023-09-06T16:53:54Z,0,12,MERGED,3299,1863,7,Success
ni/nimble,Add Blazor support for the nimble-card,https://github.com/ni/nimble/pull/1647,2023-11-02T18:46:44Z,2023-11-06T22:39:46Z,0,6,MERGED,77,2,8,Success
ni/nimble,Support primary and accent variants for toggle and menu buttons,https://github.com/ni/nimble/pull/1934,2024-03-14T23:45:38Z,2024-03-26T20:27:25Z,1,18,MERGED,449,449,26,Success
ni/nimble,Update nimble-card styling to match visual design,https://github.com/ni/nimble/pull/1695,2023-11-29T23:02:09Z,2023-12-04T21:40:38Z,0,9,MERGED,39,15,8,Success
ni/nimble,Storybook component doc templates,https://github.com/ni/nimble/pull/96,2021-09-03T14:59:16Z,2021-09-03T20:59:17Z,2,9,MERGED,12063,2656,8,Success
ni/nimble,Storybook color docs,https://github.com/ni/nimble/pull/261,2022-01-14T15:54:49Z,2022-01-18T16:04:17Z,0,7,MERGED,109,0,2,Success
ni/nimble,Rich text viewer | Updated the default minimum height and an example string,https://github.com/ni/nimble/pull/1420,2023-08-08T06:55:26Z,2023-08-14T14:18:40Z,0,11,MERGED,16,6,5,Success
ni/nimble,Explicitly capture IxD specs and requirements within repo,https://github.com/ni/nimble/pull/1128,2023-03-16T21:05:50Z,2023-04-28T15:55:53Z,3,17,MERGED,125,12,10,Success
nl-design-system/denhaag,fix: removed alert component a11y check disables,https://github.com/nl-design-system/denhaag/pull/707,2022-01-21T14:45:19Z,2022-01-21T15:15:35Z,0,1,MERGED,4,16,1,Success
nl-design-system/rijkshuisstijl-community,Feature/alert,https://github.com/nl-design-system/rijkshuisstijl-community/pull/517,2024-08-06T14:09:02Z,2024-08-19T09:20:41Z,1,34,MERGED,291,121,18,Success
nodejs/nodejs.org,docs: remove dependencies page and link to existing resource,https://github.com/nodejs/nodejs.org/pull/5480,2023-07-08T04:03:16Z,2023-07-10T09:44:11Z,7,5,MERGED,11,1291,14,Success
nodejs/nodejs.org,"docs(learn): Migrate ""ABI Stability"" guide to the learn section",https://github.com/nodejs/nodejs.org/pull/6335,2024-02-11T04:51:57Z,2024-02-14T11:01:46Z,12,7,MERGED,11,3,5,Success
ntls-io/nautilus-wallet,refactor(web-client): modify wallet page buttons,https://github.com/ntls-io/nautilus-wallet/pull/474,2022-12-08T07:27:27Z,2022-12-08T08:14:27Z,0,1,MERGED,6,6,1,Success
ntls-io/nautilus-wallet,feat(web-client): check & prompt user for update,https://github.com/ntls-io/nautilus-wallet/pull/584,2023-06-06T20:50:46Z,2023-06-07T18:04:11Z,2,2,MERGED,65,5,4,Success
ntls-io/nautilus-wallet,refactor(web-client): show receive address on receive page,https://github.com/ntls-io/nautilus-wallet/pull/446,2022-11-28T07:44:24Z,2022-11-28T10:03:07Z,1,1,MERGED,60,36,2,Success
ntls-io/nautilus-wallet,refactor(web-client): align remember address,https://github.com/ntls-io/nautilus-wallet/pull/558,2023-05-03T07:37:23Z,2023-05-03T08:43:14Z,2,1,MERGED,9,3,1,Success
nulogy/design-system,[Snyk] Upgrade core-js from 3.15.1 to 3.17.3,https://github.com/nulogy/design-system/pull/948,2021-10-08T03:40:57Z,2023-05-30T15:55:24Z,0,1,CLOSED,10,5,2,Success
opendatasoft/ods-dataviz-sdk,[Feature] Stacked charts (for multi-series) + few charts properties changes,https://github.com/opendatasoft/ods-dataviz-sdk/pull/76,2022-04-04T16:05:22Z,2022-07-20T09:39:11Z,7,26,MERGED,71789,68363,24,Success
opengovsg/isomer,ISOM-1104: Create live preview for editing pages,https://github.com/opengovsg/isomer/pull/158,2024-06-07T18:25:37Z,2024-06-11T06:19:24Z,1,7,MERGED,324,26,12,Success
opengovsg/isomer,Navbar with CTA should use smaller button to match text sizes,https://github.com/opengovsg/isomer/pull/1467,2025-06-23T08:54:24Z,2025-06-30T01:35:51Z,2,4,MERGED,22,2,6,Success
openops-cloud/openops,Add Flexera One block,https://github.com/openops-cloud/openops/pull/980,2025-07-17T14:17:18Z,2025-07-17T14:51:16Z,2,6,MERGED,532,10,21,Success
ory/elements,fix: hr and img tags shouldn't break with global css overrides,https://github.com/ory/elements/pull/102,2023-03-15T13:27:39Z,2023-03-16T09:33:06Z,0,2,MERGED,6,9,3,Success
proeco/proeco-client,Delete Story,https://github.com/proeco/proeco-client/pull/88,2021-10-18T05:31:31Z,2021-10-20T03:27:20Z,1,14,MERGED,168,40,7,Success
razorpay/blade,feat: add icon components,https://github.com/razorpay/blade/pull/451,2022-04-22T11:27:37Z,2022-05-05T07:06:09Z,5,47,MERGED,1402,18,79,Success
recharts/recharts,fix: forwardRef to CategoricalChartWrapper from CategoricalChart,https://github.com/recharts/recharts/pull/5176,2024-10-30T06:28:14Z,2024-10-30T06:31:03Z,0,1,MERGED,7,4,1,Success
recharts/recharts,"Move resolveDefaultProps to a separate file, add docs and tests",https://github.com/recharts/recharts/pull/5771,2025-04-20T02:01:36Z,2025-04-20T06:30:13Z,1,1,MERGED,149,10,6,Success
recharts/recharts,Fixes arc angles when `cornerIsExternal` is used.,https://github.com/recharts/recharts/pull/2039,2020-02-27T19:35:04Z,2020-03-10T08:01:17Z,0,1,MERGED,6,2,1,Success
recharts/recharts,Fix tooltip rendering crash when activeItem is undefined,https://github.com/recharts/recharts/pull/3982,2023-11-20T16:27:41Z,2023-11-20T19:27:00Z,0,1,MERGED,3,3,1,Success
recharts/recharts,Add storybook-addon-performance,https://github.com/recharts/recharts/pull/3826,2023-10-08T01:34:14Z,2023-10-13T09:18:04Z,8,2,MERGED,125,1,5,Success
recharts/recharts,fix: merge defaultProps with element props for React 19 compatibility,https://github.com/recharts/recharts/pull/6173,2025-08-02T05:59:08Z,2025-08-03T16:18:33Z,4,2,MERGED,532,2,2,Success
recharts/recharts,#3735 Add tooltip storybook,https://github.com/recharts/recharts/pull/3759,2023-09-15T12:18:17Z,2023-09-15T23:28:42Z,0,1,MERGED,301,0,2,Success
recharts/recharts,Backport Line renderDots to include points object in the dotProps,https://github.com/recharts/recharts/pull/5657,2025-03-10T19:36:02Z,2025-03-10T22:04:23Z,2,6,MERGED,24,4,2,Success
sbb-design-systems/lyne-components,chore: mitigate phishing attacks,https://github.com/sbb-design-systems/lyne-components/pull/2011,2023-09-26T11:50:38Z,2023-09-26T13:36:04Z,2,1,MERGED,169,26,13,Success
sbb-design-systems/lyne-components,fix: typescript error,https://github.com/sbb-design-systems/lyne-components/pull/1416,2022-10-20T15:46:14Z,2022-10-21T12:40:23Z,3,1,MERGED,1,1,1,Success
sbb-design-systems/lyne-components,chore(github): update 'is-pr-open' action dep from v6 => v7,https://github.com/sbb-design-systems/lyne-components/pull/2433,2024-02-21T11:43:04Z,2024-02-21T12:58:24Z,0,1,MERGED,1,1,1,Success
sberdevices/plasma,feat: add es module exports for plasma-ui,https://github.com/sberdevices/plasma/pull/341,2021-04-30T12:18:01Z,2021-05-31T14:22:29Z,20,11,MERGED,535,256,72,Success
seek-oss/braid-design-system,feat(icons): New icons plus some updated to existing,https://github.com/seek-oss/braid-design-system/pull/501,2020-02-21T04:00:08Z,2020-02-24T23:03:42Z,0,3,MERGED,493,45,23,Success
serendie/serendie,ChartのCode Connect対応,https://github.com/serendie/serendie/pull/78,2025-07-10T07:05:50Z,2025-07-24T01:27:40Z,3,5,MERGED,86,242,2,Success
