repo_name,pr_title,pr_url,created_at,closed_at,total_comments,total_commits,state,addline,deleteline,changefile,fetch_status
sillsdev/web-xforge,SF-927 - Checkers can answer a question offline and have it synced when online,https://github.com/sillsdev/web-xforge/pull/677,2020-06-02T21:58:56Z,2020-06-04T06:16:16Z,0,3,MERGED,64,5,5,Success
sl-design-system/components,Refactor breadcrumbs so the links are in an unordered list,https://github.com/sl-design-system/components/pull/1214,2024-04-23T13:02:09Z,2024-04-24T12:41:21Z,3,3,MERGED,185,180,5,Success
solid-design-system/solid,fix: cherry pick sd-select and sd-combobox,https://github.com/solid-design-system/solid/pull/1805,2025-01-23T12:42:20Z,2025-01-23T14:09:16Z,2,4,MERGED,11,2,5,Success
storacha/bluesky-backup-webapp-server,feat(ui): use react-aria packages to make the Switch component accessible/controllable via keyboard,https://github.com/storacha/bluesky-backup-webapp-server/pull/26,2025-04-22T21:30:04Z,2025-04-23T07:02:08Z,0,1,MERGED,6610,4861,6,Success
storybookjs/components-marketing,Add conference and jobs board to header and footer,https://github.com/storybookjs/components-marketing/pull/69,2023-08-22T16:40:12Z,2023-08-22T18:29:02Z,1,1,MERGED,48,1,5,Success
storybookjs/storybook,fix(Docs): update code snippet link,https://github.com/storybookjs/storybook/pull/22117,2023-04-17T03:12:41Z,2023-04-17T21:23:55Z,0,1,MERGED,1,1,1,Success
storybookjs/storybook,Essentials: Add highlight addon,https://github.com/storybookjs/storybook/pull/17800,2022-03-25T14:04:21Z,2022-06-29T01:52:24Z,22,41,MERGED,859,36,59,Success
storybookjs/storybook,Only persist the (single) built sandbox,https://github.com/storybookjs/storybook/pull/19372,2022-10-06T04:52:54Z,2022-10-06T05:14:17Z,1,1,MERGED,1,1,1,Success
storybookjs/storybook,Core: Fix `modulesCount` cache storage and retrieval,https://github.com/storybookjs/storybook/pull/13431,2020-12-11T10:40:56Z,2020-12-11T13:16:36Z,0,1,MERGED,2,2,1,Success
storybookjs/storybook,UI: Fix overlapping on the ref button in the sidebar,https://github.com/storybookjs/storybook/pull/25914,2024-02-05T16:49:22Z,2024-02-05T17:10:28Z,0,1,MERGED,1,0,1,Success
storybookjs/storybook,UI: Fix custom theme hover-color inconsistency,https://github.com/storybookjs/storybook/pull/22262,2023-04-26T14:43:12Z,2023-09-19T15:45:03Z,0,5,MERGED,4,4,4,Success
storybookjs/storybook,Addon-docs: Fix line-height in Typeset,https://github.com/storybookjs/storybook/pull/12643,2020-10-01T18:02:55Z,2020-10-14T16:02:23Z,4,1,CLOSED,1,1,1,Success
storybookjs/storybook,UI: Remove `nopreview` and show redbox for any story error,https://github.com/storybookjs/storybook/pull/16669,2021-11-12T09:47:40Z,2021-11-12T13:28:58Z,2,2,MERGED,31,6,4,Success
storybookjs/storybook,Build: Fix task error message when no key is specified,https://github.com/storybookjs/storybook/pull/30285,2025-01-16T14:34:54Z,2025-01-17T10:32:52Z,1,1,MERGED,5,3,1,Success
storybookjs/storybook,Fix #5785 - welcome component in dark theme,https://github.com/storybookjs/storybook/pull/5998,2019-03-10T12:18:05Z,2019-03-11T08:19:47Z,1,1,MERGED,141,141,23,Success
storybookjs/storybook,Build: Fix for 11 vulnerabilities,https://github.com/storybookjs/storybook/pull/28528,2024-07-10T16:29:05Z,2024-07-10T18:26:21Z,1,6,MERGED,1208,1121,6,Success
storybookjs/storybook,Core: Remove duplicate notification dot on sidebar buttons on mobile,https://github.com/storybookjs/storybook/pull/31485,2025-05-15T07:31:39Z,2025-05-15T09:26:53Z,2,1,MERGED,4,6,1,Success
storybookjs/storybook,Use Storybook's built-in accessibility icon for VisionDeficiency tab.,https://github.com/storybookjs/storybook/pull/14681,2021-04-21T16:02:32Z,2021-04-22T03:57:23Z,1,1,MERGED,1,1,1,Success
storybookjs/storybook,Addon-docs: Support for iframeWidth parameter on stories,https://github.com/storybookjs/storybook/pull/9149,2019-12-13T22:19:33Z,2020-12-01T09:37:19Z,10,2,CLOSED,23,11,4,Success
storybookjs/storybook,Codemod: Add option to have relative path in csf factories codemod,https://github.com/storybookjs/storybook/pull/30463,2025-02-04T15:33:05Z,2025-02-05T13:12:16Z,2,8,MERGED,201,35,6,Success
storybookjs/storybook,Build: Add visual tests addon to Storybook:ui,https://github.com/storybookjs/storybook/pull/23753,2023-08-08T12:34:43Z,2023-09-05T07:19:11Z,2,1,MERGED,322,8,3,Success
storybookjs/storybook,Addon-docs: Tweak props table paragraph spacing,https://github.com/storybookjs/storybook/pull/9307,2020-01-03T03:17:29Z,2020-01-03T03:44:19Z,1,1,MERGED,23,2,2,Success
storybookjs/storybook,Components: Add graphql support to SyntaxHighlighter,https://github.com/storybookjs/storybook/pull/12385,2020-09-04T17:08:54Z,2020-09-10T15:27:14Z,1,2,MERGED,15,0,2,Success
storybookjs/storybook,Addon-docs: Typescript inherited prop types,https://github.com/storybookjs/storybook/pull/9110,2019-12-10T04:35:07Z,2022-06-30T13:14:57Z,38,21,CLOSED,307,56,15,Success
storybookjs/storybook,"Update core-common typescript type `StorybookConfig[""stories""]`",https://github.com/storybookjs/storybook/pull/23716,2023-08-03T21:52:01Z,2023-08-07T14:41:00Z,1,1,CLOSED,1,1,1,Success
storybookjs/storybook,CLI: Show framework name in startup banner,https://github.com/storybookjs/storybook/pull/15966,2021-09-02T15:02:54Z,2021-09-07T01:27:41Z,7,1,MERGED,9,2,2,Success
storybookjs/storybook,Controls: Remove duplicate control IDs for improved accessibility,https://github.com/storybookjs/storybook/pull/26236,2024-02-28T16:01:55Z,2025-06-23T08:44:00Z,7,5,CLOSED,56,34,13,Success
storybookjs/storybook,UI: Add support for groups to `TooltipLinkList` and use it in main menu,https://github.com/storybookjs/storybook/pull/29507,2024-11-01T10:30:13Z,2024-11-01T16:24:54Z,1,3,MERGED,156,83,7,Success
temporalio/ui,Night mode audit,https://github.com/temporalio/ui/pull/2118,2024-05-17T15:19:00Z,2024-05-20T15:17:08Z,1,29,MERGED,460,760,74,Success
titicacadev/triple-frontend,label 에 green color 를 추가합니다,https://github.com/titicacadev/triple-frontend/pull/211,2019-11-09T12:34:11Z,2019-11-11T04:30:30Z,2,1,MERGED,11,7,3,Success
titicacadev/triple-frontend,[review] 플레이스 홀더를 개선합니다.,https://github.com/titicacadev/triple-frontend/pull/253,2019-11-21T08:55:22Z,2019-11-21T09:26:51Z,0,9,MERGED,56,7,3,Success
twilio-labs/paste,fix(a11y): do not assign aria-labelledby attribute to icons unless there is an associated title,https://github.com/twilio-labs/paste/pull/4073,2024-09-17T01:46:04Z,2024-09-20T19:04:55Z,7,3,CLOSED,344,334,333,Success
wellcomecollection/wellcomecollection.org,Show multiple languages on works pages,https://github.com/wellcomecollection/wellcomecollection.org/pull/5785,2020-11-19T09:55:13Z,2020-11-19T10:50:40Z,0,5,MERGED,57,28,13,Success
wellcomecollection/wellcomecollection.org,Add hacky fix to make sure reset/ok buttons are visible in filters modal,https://github.com/wellcomecollection/wellcomecollection.org/pull/5492,2020-08-28T10:59:11Z,2020-08-28T11:53:33Z,0,1,MERGED,42,20,1,Success
