repo_name,pr_title,pr_url,created_at,closed_at,total_comments,total_commits,state
cvi,feat: add loading state to select component,https://github.com/e-gov/cvi/pull/90,2023-04-20T17:39:28Z,2023-04-21T13:32:11Z,1,2,MERGED
cvi,feat(icons): add content-copy icon EBS-360,https://github.com/e-gov/cvi/pull/127,2023-07-24T08:46:53Z,2023-07-24T17:43:41Z,0,2,MERGED
