pr_title,text,url,comment_index,commit_count_since_comment,total_comments,total_commits,comment_count_since_comment,created_at,closed_at,state,changefile,addline,deleteline,fileChanges
Doc blocks: Remove deprecated props from Story block,"I thought `parameters` was not a thing anymore, given the documentation. It seems like they still have effect, in fact [Chromatic detected regressions](https://www.chromatic.com/test?appId=635781f3500dd2c49e189caf&id=65971f79f5f5b426b598524b) based on this removal. Can you assist @JReinhold ?",https://github.com/storybookjs/storybook/pull/25460#discussion_r1443379463,1,2,4,4,3,2024-01-04T14:55:16Z,2024-01-11T09:19:02Z,MERGED,8.0,14.0,175.0,"MODIFIED:MIGRATION.md
MODIFIED:code/addons/docs/docs/props-tables.md
MODIFIED:code/ui/blocks/src/blocks/Canvas.tsx
MODIFIED:code/ui/blocks/src/blocks/Story.tsx
MODIFIED:code/ui/blocks/src/blocks/internal/InternalCanvas.stories.tsx
DELETED:code/ui/blocks/src/blocks/internal/InternalStory.stories.tsx
MODIFIED:code/ui/blocks/src/typings.d.ts
MODIFIED:docs/api/doc-block-story.md"
Update usage of Intl.NumberFormat options,"The [diffs in the current Chromatic build](https://www.chromatic.com/test?appId=60e89457a987cf003efc0a5b&id=65bab7b6817624700576dac2) are concerning, with several number-text columns no longer rendering data. Can you take a look?",https://github.com/ni/nimble/pull/1791#discussion_r1473516211,15,9,43,16,28,2024-01-30T21:09:12Z,2024-02-26T22:08:44Z,MERGED,11.0,123.0,179.0,"ADDED:change/@ni-nimble-components-9d33a263-abcb-4b8e-a5f1-1ab02c9b4974.json
MODIFIED:packages/nimble-components/src/dialog/index.ts
MODIFIED:packages/nimble-components/src/dialog/tests/dialog.spec.ts
MODIFIED:packages/nimble-components/src/drawer/index.ts
ADDED:packages/nimble-components/src/global-type-extensions.d.ts
MODIFIED:packages/nimble-components/src/table-column/number-text/tests/table-column-number-text-matrix.stories.ts
MODIFIED:packages/nimble-components/src/utilities/unit-format/decimal-unit-format.ts
MODIFIED:packages/nimble-components/src/utilities/unit-format/default-unit-format.ts
MODIFIED:packages/nimble-components/src/utilities/unit-format/tests/decimal-unit-format.spec.ts
MODIFIED:packages/nimble-components/src/utilities/unit-format/tests/default-unit-format.spec.ts
ADDED:packages/nimble-components/src/utilities/unit-format/tests/test-scaled-unit-format.ts"
Refactor and streamline the hero elements.,"There is something wrong with the button here.
https://www.chromatic.com/test?appId=616ffdab9acbf5003ad5fd2b&id=65d7546343a7364495b3067a

It does not follow the design in Figma
https://www.figma.com/file/Zx9GrkFA3l4ISvyZD2q0Qi/Designsystem?type=design&node-id=7714-120937&mode=design&t=wAcqktP7xVkeVraT-4

Missing padding
https://www.chromatic.com/test?appId=616ffdab9acbf5003ad5fd2b&id=65d7546343a7364495b3067b

Missing image on mobile?
https://www.chromatic.com/test?appId=616ffdab9acbf5003ad5fd2b&id=65d7546343a7364495b3067c

I think there are too many deviations from the design, maybe you should look at chromatic again?",https://github.com/danskernesdigitalebibliotek/dpl-design-system/pull/518#issuecomment-1959829217,1,1,3,1,2,2024-02-22T11:50:33Z,2024-02-26T08:05:12Z,MERGED,18.0,414.0,257.0,"MODIFIED:base.scss
MODIFIED:src/stories/Blocks/event-page/EventPage.tsx
MODIFIED:src/stories/Blocks/page/Page.stories.tsx
MODIFIED:src/stories/Blocks/page/Page.tsx
DELETED:src/stories/Blocks/page/page.scss
ADDED:src/stories/Library/Heros/hero-link/HeroLink.stories.tsx
ADDED:src/stories/Library/Heros/hero-link/HeroLink.tsx
RENAMED:src/stories/Library/Heros/hero/Hero.stories.tsx
ADDED:src/stories/Library/Heros/hero/Hero.tsx
ADDED:src/stories/Library/Heros/hero/HeroInner.tsx
ADDED:src/stories/Library/Heros/hero/HeroVisual.tsx
ADDED:src/stories/Library/Heros/hero/hero.scss
MODIFIED:src/stories/Library/Lists/list-description/list-description.scss
DELETED:src/stories/Library/event-header/EventHeader.tsx
DELETED:src/stories/Library/event-header/event-header.scss
DELETED:src/stories/Library/hero/Hero.tsx
DELETED:src/stories/Library/hero/hero.scss
MODIFIED:src/styles/scss/tools/placeholder.scss"
fix: css properties with undefined custom property values,"this check is true for a few too many ""falsy"" values
https://www.chromatic.com/test?appId=5f0dd5ad2b5fc10022a2e320&id=65dbaab40075a76357e68393

it's gotten rid of a `flexBasis={0}` that it shouldn't have
https://github.com/adobe/react-spectrum/blob/a0f0604e6dc461cc50dd923b494b7ad9b9e5bd0c/packages/%40react-spectrum/dialog/chromatic/Dialog.chromatic.tsx#L490",https://github.com/adobe/react-spectrum/pull/5941#discussion_r1501899861,2,3,3,3,1,2024-02-25T16:19:50Z,2024-03-01T17:07:38Z,MERGED,2.0,68.0,0.0,"MODIFIED:packages/@react-spectrum/utils/src/styleProps.ts
MODIFIED:packages/@react-spectrum/utils/test/styleProps.test.js"
Ignore false UI diffs in  va-banner and va-loading-indicator,"This was just a test, and then it passed after removing this, so we should just keep an eye on [this test](https://www.chromatic.com/test?appId=65a6e2ed2314f7b8f98609d8&id=65ea3bc591ce6dd1397ab13f) in the future. Updating the storybook makes a lot more sense.",https://github.com/department-of-veterans-affairs/component-library/pull/1073#discussion_r1517923030,7,0,7,21,0,2024-02-29T19:20:50Z,2024-03-08T16:08:25Z,MERGED,9.0,122.0,9.0,"MODIFIED:packages/storybook/stories/va-loading-indicator.stories.jsx
MODIFIED:packages/storybook/stories/va-maintenance-banner.stories.jsx
MODIFIED:packages/web-components/package.json
MODIFIED:packages/web-components/src/components.d.ts
MODIFIED:packages/web-components/src/components/va-loading-indicator/va-loading-indicator.css
MODIFIED:packages/web-components/src/components/va-loading-indicator/va-loading-indicator.tsx
MODIFIED:packages/web-components/src/components/va-maintenance-banner/test/va-maintenance-banner.e2e.ts
MODIFIED:packages/web-components/src/components/va-maintenance-banner/va-maintenance-banner.tsx
MODIFIED:yarn.lock"
feat(switch): add component tokens,"There are some ""invisible"" height changes in Chromatic, lets make sure this won't affect layout somehow: https://www.chromatic.com/test?appId=6266d45509d7eb004aa254fb&id=65d535a602d615a0c2d7deba",https://github.com/Esri/calcite-design-system/pull/8786#issuecomment-1955720555,3,1,6,3,3,2024-02-20T19:27:32Z,2024-02-21T23:16:48Z,MERGED,1.0,86.0,79.0,MODIFIED:packages/calcite-components/src/components/switch/switch.scss
refactor: ThCheckbox を Tailwind 化する,"@uknmr https://www.chromatic.com/test?appId=63d0ccabb5d2dd29825524ab&id=65c6253d732c983b78936226

th 要素の padding で差分が出てるやつ、現状のを見ると

- Tailwind化された `<Th />` は `shr-py-0.75 shr-px-1` で `padding: 12px 16px` になっている
- これを継承した `<ThCheckbox />` 側の styled-component で `padding: 12px` で上書きしてる

なので、`padding: 12px` になるのが正しい気がします。

で、PRの実装では `wrapper: '...... shr-p-0.75',` してるので合ってるはずなんですが、[ブラウザで確認](https://63d0ccabb5d2dd29825524ab-vvmyydsqln.chromatic.com/?path=/story/data-display%EF%BC%88%E3%83%87%E3%83%BC%E3%82%BF%E8%A1%A8%E7%A4%BA%EF%BC%89-table--all)すると上書きが効いてない状況になっていました。

![スクリーンショット 2024-02-13 11 35 40](https://github.com/kufu/smarthr-ui/assets/710216/c5630b31-1407-4588-9198-e442e0d0c69c)

ちなみに、`<ThCheckbox />` 側で `shr-px-0.75 shr-py-0.75` と指定しても結果は変わらずでした。

![スクリーンショット 2024-02-13 11 37 20](https://github.com/kufu/smarthr-ui/assets/710216/737d0828-f9f8-4bf8-a002-852ca9b10865)

これは Tailwind の仕様ですかねぇ…　どうしましょう。",https://github.com/kufu/smarthr-ui/pull/4302#discussion_r1487082121,1,3,7,10,6,2024-02-09T08:51:43Z,2024-02-13T07:40:49Z,MERGED,1.0,21.0,24.0,MODIFIED:src/components/Table/ThCheckbox.tsx
ReactVite: Docgen ignore un-parsable files,"So this filtering might be filtering too much... causing this:
https://www.chromatic.com/test?appId=630511d655df72125520f051&id=65e067dddcd6da9ad2e2657e

Going to investigate this further.",https://github.com/storybookjs/storybook/pull/26254#discussion_r1507440482,1,12,24,14,23,2024-02-29T11:03:25Z,2024-03-01T07:55:24Z,MERGED,9.0,197.0,11.0,"MODIFIED:code/frameworks/react-vite/package.json
ADDED:code/frameworks/react-vite/src/plugins/docgen-resolver.ts
MODIFIED:code/frameworks/react-vite/src/plugins/react-docgen.ts
MODIFIED:code/presets/react-webpack/package.json
ADDED:code/presets/react-webpack/src/loaders/docgen-resolver.ts
MODIFIED:code/presets/react-webpack/src/loaders/react-docgen-loader.ts
ADDED:code/renderers/react/template/stories/docgen-components/imported.module.css
MODIFIED:code/renderers/react/template/stories/docgen-components/ts-function-component/input.tsx
MODIFIED:code/yarn.lock"
Adjustments for Formation base font-size change,"Thanks @powellkerry, I'll review the text size differences. However, I'm seeing some other differences in the [left margin/padding in process list](https://www.chromatic.com/test?appId=65a6e2ed2314f7b8f98609d8&id=66047ec3c9f6fdbb985cc3b1). It might be in other components, but I'm thinking it would be the same issue.",https://github.com/department-of-veterans-affairs/component-library/pull/1096#issuecomment-2025318864,3,71,10,80,7,2024-03-27T19:49:20Z,2024-05-17T14:44:05Z,MERGED,66.0,283.0,22599.0,"MODIFIED:.github/workflows/chromatic.yml
MODIFIED:.github/workflows/require-label.yml
MODIFIED:package.json
MODIFIED:packages/core/package.json
MODIFIED:packages/css-library/dist/elements.css
MODIFIED:packages/css-library/dist/full.css
MODIFIED:packages/css-library/dist/full.css.map
MODIFIED:packages/css-library/dist/tokens/css/variables.css
MODIFIED:packages/css-library/dist/tokens/scss/variables.scss
MODIFIED:packages/css-library/dist/utilities.css
MODIFIED:packages/css-library/package.json
MODIFIED:packages/css-library/src/stylesheets/base/_va.scss
MODIFIED:packages/css-library/src/stylesheets/elements.scss
MODIFIED:packages/react-components/package.json
MODIFIED:packages/storybook/.storybook/style.scss
MODIFIED:packages/storybook/package.json
MODIFIED:packages/storybook/stories/va-segmented-progress-bar-uswds.stories.jsx
MODIFIED:packages/web-components/package.json
MODIFIED:packages/web-components/src/components/va-accordion/va-accordion-item.scss
MODIFIED:packages/web-components/src/components/va-accordion/va-accordion.scss
MODIFIED:packages/web-components/src/components/va-additional-info/test/va-additional-info.e2e.ts
MODIFIED:packages/web-components/src/components/va-additional-info/va-additional-info.tsx
MODIFIED:packages/web-components/src/components/va-alert-expandable/va-alert-expandable.css
MODIFIED:packages/web-components/src/components/va-alert/va-alert.scss
MODIFIED:packages/web-components/src/components/va-back-to-top/va-back-to-top.css
MODIFIED:packages/web-components/src/components/va-breadcrumbs/va-breadcrumbs.scss
MODIFIED:packages/web-components/src/components/va-button-icon/va-button-icon.scss
MODIFIED:packages/web-components/src/components/va-button-pair/va-button-pair.scss
MODIFIED:packages/web-components/src/components/va-button/va-button.scss
MODIFIED:packages/web-components/src/components/va-checkbox-group/va-checkbox-group.scss
MODIFIED:packages/web-components/src/components/va-checkbox/va-checkbox.scss
MODIFIED:packages/web-components/src/components/va-crisis-line-modal/va-crisis-line-modal.scss
MODIFIED:packages/web-components/src/components/va-date/va-date.css
MODIFIED:packages/web-components/src/components/va-file-input/va-file-input.scss
MODIFIED:packages/web-components/src/components/va-icon/va-icon.scss
MODIFIED:packages/web-components/src/components/va-link/va-link.css
MODIFIED:packages/web-components/src/components/va-loading-indicator/va-loading-indicator.css
MODIFIED:packages/web-components/src/components/va-memorable-date/va-memorable-date.scss
MODIFIED:packages/web-components/src/components/va-modal/va-modal.scss
MODIFIED:packages/web-components/src/components/va-number-input/va-number-input.scss
MODIFIED:packages/web-components/src/components/va-official-gov-banner/va-official-gov-banner.scss
MODIFIED:packages/web-components/src/components/va-on-this-page/va-on-this-page.css
MODIFIED:packages/web-components/src/components/va-pagination/va-pagination.scss
MODIFIED:packages/web-components/src/components/va-process-list/va-process-list-item.scss
MODIFIED:packages/web-components/src/components/va-process-list/va-process-list.scss
MODIFIED:packages/web-components/src/components/va-promo-banner/va-promo-banner.css
MODIFIED:packages/web-components/src/components/va-radio-option/va-radio-option.scss
MODIFIED:packages/web-components/src/components/va-radio/va-radio.scss
MODIFIED:packages/web-components/src/components/va-search-input/va-search-input.scss
MODIFIED:packages/web-components/src/components/va-segmented-progress-bar/va-segmented-progress-bar.scss
MODIFIED:packages/web-components/src/components/va-select/va-select.scss
MODIFIED:packages/web-components/src/components/va-summary-box/va-summary-box.scss
MODIFIED:packages/web-components/src/components/va-table/va-table-inner/va-table-inner.scss
MODIFIED:packages/web-components/src/components/va-table/va-table-inner/va-table-row.css
MODIFIED:packages/web-components/src/components/va-table/va-table-inner/va-table-slot.css
MODIFIED:packages/web-components/src/components/va-text-input/va-text-input.scss
MODIFIED:packages/web-components/src/components/va-textarea/va-textarea.scss
DELETED:packages/web-components/src/global/_formation_overrides.scss
DELETED:packages/web-components/src/global/_functions.scss
MODIFIED:packages/web-components/src/global/main.css
MODIFIED:packages/web-components/src/index.html
MODIFIED:packages/web-components/src/mixins/buttons.css
MODIFIED:packages/web-components/src/mixins/form-field-error.css
MODIFIED:packages/web-components/src/mixins/inputs.css
MODIFIED:packages/web-components/src/mixins/uswds-error-border.scss
MODIFIED:yarn.lock"
Fix Tooltip overwritten prop,"> Hey @pettinarip !
>
> I see this working fine to address the hover issue. I will point out that it is [breaking the `AlwaysOpen` story](https://www.chromatic.com/test?appId=63b7ea99632763723c7f4d6b&id=66047be58f31680a07dfdfad); essentially losing the intended snapshot of the tooltip on open which creates a regression.
>
> If it can no longer accept the `isOpen` from the outside, can just accept the regression and look to add it to my PR that adds interaction testing with the `play` feature.

No. This is a great catch from the Storybook tests. I think we should keep that flexibility. I've fixed this reverting the changes and adding a new prop `onBeforeOpen` that lets you do whatever you need on this event.",https://github.com/ethereum/ethereum-org-website/pull/12594#issuecomment-2024845557,1,0,2,2,1,2024-03-27T20:02:16Z,2024-03-28T15:19:42Z,MERGED,2.0,14.0,3.0,"MODIFIED:src/components/Glossary/GlossaryTooltip/index.tsx
MODIFIED:src/components/Tooltip/index.tsx"
fix: NotificationBarのホバー時とフォーカス時のデザインを修正,"@Tokky0425 ありがとうございます！いい感じにVRTの差分でてくれました🙇確認お願いします！
https://www.chromatic.com/test?appId=63d0ccabb5d2dd29825524ab&id=65fcd980d72cc3a53f86b191",https://github.com/kufu/smarthr-ui/pull/4479#issuecomment-2014162418,3,0,3,2,0,2024-03-21T13:09:00Z,2024-03-22T01:53:26Z,MERGED,1.0,3.0,3.0,MODIFIED:src/components/NotificationBar/NotificationBar.tsx
"Refactor media placeholder, making it a seperate component. DDFFORM-360","It looks fine to me, but I think it would be good if the others from the team also looked at it.

It surprises me that the image is no longer 4/5 format here.
https://www.chromatic.com/test?appId=616ffdab9acbf5003ad5fd2b&id=65e868dd088ac5e6bee9c4c9

and that there is no crediting under the picture here
https://www.chromatic.com/test?appId=616ffdab9acbf5003ad5fd2b&id=65e868dd088ac5e6bee9c45d

Is it meant to be?",https://github.com/danskernesdigitalebibliotek/dpl-design-system/pull/542#issuecomment-1980864682,1,4,5,4,4,2024-03-06T10:57:09Z,2024-04-02T13:27:58Z,MERGED,29.0,294.0,166.0,"MODIFIED:base.scss
MODIFIED:src/stories/Blocks/event-page/EventPage.stories.tsx
MODIFIED:src/stories/Blocks/event-page/EventPage.tsx
MODIFIED:src/stories/Blocks/page/Page.stories.tsx
MODIFIED:src/stories/Blocks/page/Page.tsx
MODIFIED:src/stories/Library/Heros/hero-link/HeroLink.stories.tsx
MODIFIED:src/stories/Library/Heros/hero-link/HeroLink.tsx
MODIFIED:src/stories/Library/Heros/hero/Hero.stories.tsx
MODIFIED:src/stories/Library/Heros/hero/Hero.tsx
MODIFIED:src/stories/Library/Heros/hero/HeroVisual.tsx
MODIFIED:src/stories/Library/Heros/hero/hero.scss
MODIFIED:src/stories/Library/card-grid/card-grid.scss
MODIFIED:src/stories/Library/card/Card.stories.tsx
MODIFIED:src/stories/Library/card/Card.tsx
MODIFIED:src/stories/Library/card/card.scss
MODIFIED:src/stories/Library/content-list-item/ContentListItem.stories.tsx
MODIFIED:src/stories/Library/content-list-item/ContentListItem.tsx
MODIFIED:src/stories/Library/content-list-item/content-list-item.scss
MODIFIED:src/stories/Library/content-list/ContentList.stories.tsx
RENAMED:src/stories/Library/content-list/ContentListData.tsx
MODIFIED:src/stories/Library/image-credited/ImageCredited.tsx
MODIFIED:src/stories/Library/image-credited/image-credited.scss
ADDED:src/stories/Library/media-container/MediaContainer.stories.tsx
ADDED:src/stories/Library/media-container/MediaContainer.tsx
ADDED:src/stories/Library/media-container/media-container.scss
MODIFIED:src/stories/Library/nav-spot/NavSpot.tsx
MODIFIED:src/stories/Library/nav-spot/nav-spot.scss
MODIFIED:src/styles/scss/tools/placeholder.scss
MODIFIED:src/styles/scss/tools/variables.spacings.scss"
:up: Minor-oppgradering av deps,https://www.chromatic.com/test?appId=5f801fb2aea7820022de2936&id=65f4499474b26f62ee48e6bc 🤔 Er det storybook som har oppdatert inline-code styling?,https://github.com/navikt/aksel/pull/2795#issuecomment-1999698330,1,4,7,5,6,2024-03-15T13:11:04Z,2024-03-18T17:51:11Z,MERGED,7.0,1540.0,1434.0,"MODIFIED:@navikt/core/react/src/table/DataCell.tsx
MODIFIED:@navikt/core/react/src/util/hooks/useMergeRefs.ts
MODIFIED:aksel.nav.no/website/package.json
MODIFIED:aksel.nav.no/website/sanity/schema/documents/grunnleggende/landingsside.tsx
MODIFIED:aksel.nav.no/website/sanity/schema/documents/komponenter/landingsside.tsx
MODIFIED:aksel.nav.no/website/sanity/schema/documents/templates/landingsside.tsx
MODIFIED:yarn.lock"
feat: add component `CPriceInput`,"Screenshot is fixed: https://www.chromatic.com/test?appId=65b6bdcfa475f07078b57da2&id=660d23037fe47f2a1f934c87

To fix this without a div, we need to [add multiple wrappers](https://github.com/Crystal-Creations-GbR/crystal-components/issues/86)",https://github.com/Crystal-Creations-GbR/crystal-components/pull/70#issuecomment-2034063870,31,0,32,2,1,2024-03-30T10:22:00Z,2024-04-03T16:55:21Z,MERGED,6.0,220.0,5.0,"RENAMED:src/components/inputs/CPasswordInput.vue
ADDED:src/components/inputs/CPriceInput.vue
MODIFIED:src/index.ts
MODIFIED:src/nuxt.mjs
RENAMED:stories/inputs/CPasswordInput.stories.ts
ADDED:stories/inputs/CPriceInput.stories.ts"
add docs for crop to viewport,"I did run a test for that one. https://www.chromatic.com/test?appId=642d765a7e8afcfb104268dc&id=65f9aacb78c0130a171964ce

https://github.com/chromaui/tetra/pull/97/files",https://github.com/chromaui/chromatic-docs/pull/400#discussion_r1530909058,2,0,4,1,2,2024-03-19T14:59:06Z,2024-03-19T19:40:19Z,MERGED,1.0,20.0,20.0,MODIFIED:src/content/modes/viewports.mdx
Fix nested input rendering,"https://www.chromatic.com/test?appId=640a4d93e34604f275368983&id=65f46c4422d51c1155bdb038

Gap between different fields on a page are much smaller - was that intended?",https://github.com/NeurodataWithoutBorders/nwb-guide/pull/674#issuecomment-1999943078,2,1,3,8,1,2024-03-14T21:06:48Z,2024-03-15T16:57:47Z,MERGED,3.0,43.0,29.0,"MODIFIED:src/renderer/src/stories/Dashboard.js
MODIFIED:src/renderer/src/stories/JSONSchemaForm.js
MODIFIED:src/renderer/src/stories/JSONSchemaInput.js"
Split Frontend and DCR fixtures,"Not a regression but a new chromatic diff on the `DecideLayout:Web Liveblog With No Key Events` snapshot:

https://www.chromatic.com/test?appId=63e251470cfbe61776b0ef19&id=65fd438ed9ef596ae5989096

<img width=""1728"" src=""https://github.com/guardian/dotcom-rendering/assets/7014230/02be4d66-abef-4420-8a2f-f4f5504488e7"">

The diff is caused by addition of the 'Ukraine' menu item to the subnav. This extra item causes the nav to extend and activating [collapsed styling](https://github.com/guardian/dotcom-rendering/blob/216d54c56c1b2adf154e36bb0ea610489724551c/dotcom-rendering/src/components/SubNav.importable.tsx#L172). This sets a max-width on the subnav and with the snapshot width of 1200px this causes the the last two items to be disappear from the nav.

You can see this happening in this video:

https://github.com/guardian/dotcom-rendering/assets/7014230/b62ea13d-8c18-4cbd-90b8-ef54b5c47bcf

As this is expected behaviour I'll accept the diff



",https://github.com/guardian/dotcom-rendering/pull/10864#issuecomment-2017657371,7,10,18,10,11,2024-03-07T16:55:04Z,2024-03-26T10:47:41Z,MERGED,82.0,140357.0,63433.0,"MODIFIED:dotcom-rendering/fixtures/config.js
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Analysis.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Audio.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Comment.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Dead.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Editorial.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Explainer.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Feature.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Gallery.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Interview.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Labs.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Letter.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Live.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/LiveBlogSingleContributor.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/MatchReport.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/NewsletterSignup.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/NumberedList.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/PhotoEssay.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Picture.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/PrintShop.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Quiz.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Recipe.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Review.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/SpecialReport.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Standard.ts
RENAMED:dotcom-rendering/fixtures/generated/dcr-articles/Video.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Analysis.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Audio.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Comment.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Dead.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Editorial.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Explainer.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Feature.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Gallery.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Interview.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Labs.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Letter.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Live.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/LiveBlogSingleContributor.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/MatchReport.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/NewsletterSignup.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/NumberedList.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/PhotoEssay.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Picture.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/PrintShop.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Quiz.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Recipe.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Review.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/SpecialReport.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Standard.ts
ADDED:dotcom-rendering/fixtures/generated/fe-articles/Video.ts
MODIFIED:dotcom-rendering/fixtures/generated/images.ts
MODIFIED:dotcom-rendering/fixtures/generated/series.ts
MODIFIED:dotcom-rendering/fixtures/generated/story-package.ts
MODIFIED:dotcom-rendering/fixtures/switch-overrides.js
MODIFIED:dotcom-rendering/playwright/lib/load-page.ts
MODIFIED:dotcom-rendering/playwright/tests/braze.e2e.spec.ts
MODIFIED:dotcom-rendering/playwright/tests/lightbox.e2e.spec.ts
MODIFIED:dotcom-rendering/playwright/tests/sign-in-gate.e2e.spec.ts
MODIFIED:dotcom-rendering/playwright/tests/signedin.e2e.spec.ts
MODIFIED:dotcom-rendering/playwright/tests/user.features.e2e.spec.ts
MODIFIED:dotcom-rendering/scripts/test-data/gen-fixtures.js
MODIFIED:dotcom-rendering/src/components/Footer.stories.tsx
MODIFIED:dotcom-rendering/src/components/InteractiveContentsBlockComponent.stories.tsx
MODIFIED:dotcom-rendering/src/components/LiveBlock.stories.tsx
MODIFIED:dotcom-rendering/src/layouts/DecideLayout.stories.tsx
MODIFIED:dotcom-rendering/src/lib/canRenderAds.test.ts
MODIFIED:dotcom-rendering/src/lib/liveblogAdSlots.test.ts
MODIFIED:dotcom-rendering/src/model/article-schema.json
MODIFIED:dotcom-rendering/src/model/block-schema.json
MODIFIED:dotcom-rendering/src/model/enhance-blockquotes.test.ts
MODIFIED:dotcom-rendering/src/model/enhance-dividers.test.ts
MODIFIED:dotcom-rendering/src/model/enhance-embeds.test.ts
MODIFIED:dotcom-rendering/src/model/enhance-images.test.ts
MODIFIED:dotcom-rendering/src/model/enhance-numbered-lists.test.ts
MODIFIED:dotcom-rendering/src/model/enhanceCommercialProperties.test.ts
MODIFIED:dotcom-rendering/src/model/extract-ga.test.ts
MODIFIED:dotcom-rendering/src/model/insertPromotedNewsletter.test.ts
MODIFIED:dotcom-rendering/src/server/handler.article.amp.tsx
MODIFIED:dotcom-rendering/src/server/handler.article.web.ts
MODIFIED:dotcom-rendering/src/server/render.article.amp.test.tsx
MODIFIED:dotcom-rendering/src/types/content.ts"
