pr_title,text,url,comment_index,commit_count_since_comment,total_comments,total_commits,comment_count_since_comment,created_at,closed_at,state,changefile,addline,deleteline,fileChanges
Feature - 2633 -  Collapsible Menu,"Ok, before having it built locally, thoughts on having stories of more variants the SideMenu component? I'm just seeing one for logged out?
https://www.chromatic.com/test?appId=61e099a1bb1465003a73d3ce&id=627e7391430614004a1a31a3

potentials:
- logged in
  - opened
  - closed
- logged out
  - open
  - closed

EDIT: I'll submit a diff here for consideration, and apply it if you like the style :)",https://github.com/GCTC-NTGC/gc-digital-talent/pull/2728#issuecomment-1127888784,11,12,44,22,33,2022-05-12T20:24:35Z,2022-05-20T14:51:24Z,MERGED,19.0,818.0,339.0,"MODIFIED:frontend/admin/src/css/app.css
MODIFIED:frontend/admin/src/js/components/PoolDashboard.tsx
MODIFIED:frontend/admin/src/js/components/dashboard/Dashboard.tsx
ADDED:frontend/admin/src/js/components/menu/AdminSideMenu.tsx
ADDED:frontend/admin/src/js/components/menu/LoginOrLogout.tsx
ADDED:frontend/admin/src/js/components/menu/SideMenu.stories.tsx
DELETED:frontend/admin/src/js/components/menu/SideMenu.tsx
MODIFIED:frontend/common/package.json
MODIFIED:frontend/common/src/components/Auth/AuthenticationContainer.tsx
MODIFIED:frontend/common/src/components/Auth/index.ts
ADDED:frontend/common/src/components/SideMenu/SideMenu.stories.tsx
ADDED:frontend/common/src/components/SideMenu/SideMenu.test.tsx
ADDED:frontend/common/src/components/SideMenu/SideMenu.tsx
ADDED:frontend/common/src/components/SideMenu/SideMenuContentWrapper.tsx
ADDED:frontend/common/src/components/SideMenu/SideMenuItem.tsx
ADDED:frontend/common/src/components/SideMenu/index.ts
ADDED:frontend/common/src/components/SideMenu/sideMenu.css
ADDED:frontend/common/src/hooks/useIsSmallScreen.ts
MODIFIED:frontend/package-lock.json"
DCR signs urls ✍️ ,"> Where is this configuration?

We're working on this over [here](https://github.com/guardian/dotcom-rendering/issues/5155).

> What do we do about Storybook? Are we happy to [use default images there](https://www.chromatic.com/test?appId=5dfcbf3012392c0020e7140b&id=629e17d7d3918c004a6eb0d3)?

I think we might be able to look into a better solution while looking at how we generate / read out app config. We'll make sure we consider it [here](https://github.com/guardian/dotcom-rendering/issues/5155#issuecomment-1149606241).

",https://github.com/guardian/dotcom-rendering/pull/5128#issuecomment-1149608974,11,23,47,25,36,2022-06-06T15:00:49Z,2022-07-06T14:17:09Z,MERGED,6.0,383.0,525.0,"MODIFIED:.storybook/main.js
MODIFIED:dotcom-rendering/docs/architecture/027-pictures.md
ADDED:dotcom-rendering/docs/architecture/029-signing-image-urls.md
MODIFIED:dotcom-rendering/src/web/components/ImageComponent.tsx
DELETED:dotcom-rendering/src/web/components/Picture.test.tsx
MODIFIED:dotcom-rendering/src/web/components/Picture.tsx"
TMEDIA-730 - Article body block,"update: Looks like it may have been implemented incorrectly first -- good to go

![Screen Shot 2022-06-10 at 09 13 29](https://user-images.githubusercontent.com/5950956/173084803-68142b0b-1878-42b9-aac7-0b022712b2b9.png)

![Screen Shot 2022-06-10 at 09 12 54](https://user-images.githubusercontent.com/5950956/173084721-61d3aee7-c8f4-4005-ade2-8b6daf754008.png)
585-afe4-178ab7f6bfe6.png)


----
@matthewroach Small question: the content pull quote looks like it has a left border but the previous one did not. Is there a mock for this? https://www.chromatic.com/test?appId=5f91e4721ccaba0022a10782&id=62a330d198bb091581986ada",https://github.com/WPMedia/arc-themes-blocks/pull/1373#issuecomment-1152400891,28,0,29,30,1,2022-06-08T11:52:08Z,2022-06-10T14:30:39Z,MERGED,21.0,2314.0,2449.0,"MODIFIED:.storybook/themes/news.scss
MODIFIED:blocks/article-body-block/README.md
ADDED:blocks/article-body-block/_index.scss
DELETED:blocks/article-body-block/chains/article-body/_articlebody.scss
MODIFIED:blocks/article-body-block/chains/article-body/_children/heading.jsx
MODIFIED:blocks/article-body-block/chains/article-body/_children/heading.test.jsx
MODIFIED:blocks/article-body-block/chains/article-body/_children/html.jsx
MODIFIED:blocks/article-body-block/chains/article-body/_children/list.jsx
MODIFIED:blocks/article-body-block/chains/article-body/_children/list.test.jsx
MODIFIED:blocks/article-body-block/chains/article-body/_children/oembed.jsx
MODIFIED:blocks/article-body-block/chains/article-body/_children/oembed.test.jsx
MODIFIED:blocks/article-body-block/chains/article-body/_children/quote.jsx
MODIFIED:blocks/article-body-block/chains/article-body/_children/quote.test.jsx
MODIFIED:blocks/article-body-block/chains/article-body/_children/table.jsx
MODIFIED:blocks/article-body-block/chains/article-body/_children/table.test.jsx
MODIFIED:blocks/article-body-block/chains/article-body/default.jsx
MODIFIED:blocks/article-body-block/chains/article-body/default.test.jsx
DELETED:blocks/article-body-block/index.js
MODIFIED:blocks/article-body-block/index.story.jsx
MODIFIED:blocks/article-body-block/package.json
MODIFIED:package-lock.json"
Tmedia 724 header nav,"huh ok. maybe I'm missing something with the image resizing https://www.chromatic.com/test?appId=5f91e4721ccaba0022a10782&id=62cec65fd7171d035fa6ec58
<img width=""620"" alt=""Screen Shot 2022-07-15 at 10 14 36"" src=""https://user-images.githubusercontent.com/5950956/179193381-01144258-b167-47d6-b292-a342d2ad25bf.png"">
 ",https://github.com/WPMedia/arc-themes-blocks/pull/1386#discussion_r921977280,36,24,69,72,33,2022-06-17T18:17:37Z,2022-07-28T10:43:38Z,MERGED,33.0,1332.0,1190.0,"MODIFIED:.storybook/themes/news.scss
MODIFIED:.stylelintrc.json
MODIFIED:blocks/header-nav-chain-block/README.md
ADDED:blocks/header-nav-chain-block/_index.scss
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/_children/link.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/_children/link_node.test.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/default.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/default.test.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/links-bar.scss
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/link.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/link_node.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/menu-widgets.jsx
ADDED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-links/default.jsx
ADDED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-links/default.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-logo.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-logo.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-section.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-section.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-widget.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-widget.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/queryly-search.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/queryly-search.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/search-box.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/search-box.scss
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/search-box.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/section-nav.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/section-nav.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/widget-list.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/default.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/default.test.jsx
DELETED:blocks/header-nav-chain-block/index.js
MODIFIED:blocks/header-nav-chain-block/index.story.jsx
MODIFIED:blocks/header-nav-chain-block/package.json"
Tmedia 724 header nav,"> https://www.chromatic.com/test?appId=5f91e4721ccaba0022a10782&id=62cec65fd7171d035fa6ec70

@JackHowa I'm not sure if that's right approach.  We do have updated v2 styles so naturally there are going to be diffs.  I'm thinking this is more a visual QA task.  We can talk about it during huddle on Monday.",https://github.com/WPMedia/arc-themes-blocks/pull/1386#issuecomment-1185949928,41,14,69,72,28,2022-06-17T18:17:37Z,2022-07-28T10:43:38Z,MERGED,33.0,1332.0,1190.0,"MODIFIED:.storybook/themes/news.scss
MODIFIED:.stylelintrc.json
MODIFIED:blocks/header-nav-chain-block/README.md
ADDED:blocks/header-nav-chain-block/_index.scss
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/_children/link.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/_children/link_node.test.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/default.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/default.test.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/links-bar.scss
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/link.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/link_node.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/menu-widgets.jsx
ADDED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-links/default.jsx
ADDED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-links/default.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-logo.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-logo.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-section.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-section.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-widget.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-widget.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/queryly-search.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/queryly-search.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/search-box.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/search-box.scss
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/search-box.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/section-nav.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/section-nav.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/widget-list.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/default.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/default.test.jsx
DELETED:blocks/header-nav-chain-block/index.js
MODIFIED:blocks/header-nav-chain-block/index.story.jsx
MODIFIED:blocks/header-nav-chain-block/package.json"
Tmedia 724 header nav,"> > https://www.chromatic.com/test?appId=5f91e4721ccaba0022a10782&id=62cec65fd7171d035fa6ec70
>
> @JackHowa I'm not sure if that's right approach. We do have updated v2 styles so naturally there are going to be diffs. I'm thinking this is more a visual QA task. We can talk about it during huddle on Monday.

I'm not sure I follow. We want to match what's in storybook, based on the checklist, right? Based on my comment, there was something inherently wrong with the image sizing, like I said. The image should not be growing the page. In any case, @matthewroach fixed this.

> Image is sized incorrectly and growing the page",https://github.com/WPMedia/arc-themes-blocks/pull/1386#issuecomment-1187325320,44,14,69,72,25,2022-06-17T18:17:37Z,2022-07-28T10:43:38Z,MERGED,33.0,1332.0,1190.0,"MODIFIED:.storybook/themes/news.scss
MODIFIED:.stylelintrc.json
MODIFIED:blocks/header-nav-chain-block/README.md
ADDED:blocks/header-nav-chain-block/_index.scss
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/_children/link.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/_children/link_node.test.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/default.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/default.test.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/horizontal-links/links-bar.scss
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/link.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/link_node.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/menu-widgets.jsx
ADDED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-links/default.jsx
ADDED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-links/default.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-logo.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-logo.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-section.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-section.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-widget.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/nav-widget.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/queryly-search.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/queryly-search.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/search-box.jsx
DELETED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/search-box.scss
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/search-box.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/section-nav.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/section-nav.test.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/_children/widget-list.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/default.jsx
MODIFIED:blocks/header-nav-chain-block/chains/header-nav-chain-block/default.test.jsx
DELETED:blocks/header-nav-chain-block/index.js
MODIFIED:blocks/header-nav-chain-block/index.story.jsx
MODIFIED:blocks/header-nav-chain-block/package.json"
fix: Show correct 'no results' message on workspace filters,"**Suggestion**: Can we adjust the storybook so that there's a case for each the paths?

See what I mean here: https://www.chromatic.com/test?appId=624de63c6aacee003aa84340&id=629e690bcbc710004ad776c9",https://github.com/coder/coder/pull/2103#issuecomment-1147935372,2,7,5,7,3,2022-06-06T20:47:39Z,2022-06-07T18:55:00Z,MERGED,6.0,62.0,30.0,"MODIFIED:site/src/pages/WorkspacesPage/WorkspacesPage.test.tsx
MODIFIED:site/src/pages/WorkspacesPage/WorkspacesPage.tsx
MODIFIED:site/src/pages/WorkspacesPage/WorkspacesPageView.stories.tsx
MODIFIED:site/src/pages/WorkspacesPage/WorkspacesPageView.tsx
MODIFIED:site/src/util/workspace.ts
MODIFIED:site/src/xServices/workspaces/workspacesXService.ts"
Add block and outline appearances to select,"We should set the default value to match what it was before (underline) so that clients don't see any behavior change when they uptake the next version of Nimble.

You can see that this is being reported as a visual difference in our test suite: https://www.chromatic.com/test?appId=60e89457a987cf003efc0a5b&id=62b0e3c02388b603817a43dc",https://github.com/ni/nimble/pull/609#discussion_r902025727,11,38,39,45,28,2022-06-20T21:18:36Z,2022-07-20T18:31:20Z,MERGED,21.0,414.0,19.0,"MODIFIED:angular-workspace/projects/example-client-app/src/app/customapp/customapp.component.html
MODIFIED:angular-workspace/projects/ni/nimble-angular/src/directives/select/nimble-select.directive.ts
MODIFIED:angular-workspace/projects/ni/nimble-angular/src/directives/select/tests/nimble-select.directive.spec.ts
MODIFIED:angular-workspace/projects/ni/nimble-angular/src/public-api.ts
ADDED:change/@ni-nimble-angular-7beeb882-6329-45fd-a889-88a1a2ba9631.json
ADDED:change/@ni-nimble-blazor-5a19a8cf-0591-45a0-9694-815fb3696608.json
ADDED:change/@ni-nimble-components-cbdca227-55cb-4179-ba5b-ccca768d40d1.json
MODIFIED:packages/nimble-blazor/CodeAnalysisDictionary.xml
MODIFIED:packages/nimble-blazor/Examples/Demo.Shared/Pages/ComponentsDemo.razor
MODIFIED:packages/nimble-blazor/NimbleBlazor/Components/NimbleSelect.razor
MODIFIED:packages/nimble-blazor/NimbleBlazor/Components/NimbleSelect.razor.cs
ADDED:packages/nimble-blazor/NimbleBlazor/DropdownAppearance.cs
MODIFIED:packages/nimble-blazor/Tests/NimbleBlazor.Tests/Unit/Components/NimbleSelectTests.cs
MODIFIED:packages/nimble-components/src/patterns/dropdown/styles.ts
MODIFIED:packages/nimble-components/src/patterns/dropdown/tests/types.spec.ts
MODIFIED:packages/nimble-components/src/patterns/dropdown/types.ts
MODIFIED:packages/nimble-components/src/select/index.ts
MODIFIED:packages/nimble-components/src/select/styles.ts
MODIFIED:packages/nimble-components/src/select/tests/select-matrix.stories.ts
MODIFIED:packages/nimble-components/src/select/tests/select.stories.ts
ADDED:packages/nimble-components/src/select/types.ts"
feat: Sc 13020/dev auto save notification component,"The only different Chromatic noted was this, and it really wasn't a difference: https://www.chromatic.com/test?appId=60466f7d43c37c0021788867&id=629a76013d6416003afee83e

But I'm not tethered to this approach.",https://github.com/homebound-team/beam/pull/550#discussion_r889603761,7,8,31,11,24,2022-06-03T20:57:11Z,2022-06-09T00:17:20Z,MERGED,9.0,356.0,97.0,"MODIFIED:package.json
ADDED:src/components/AutoSaveIndicator.stories.tsx
ADDED:src/components/AutoSaveIndicator.test.tsx
ADDED:src/components/AutoSaveIndicator.tsx
MODIFIED:src/components/BeamContext.tsx
MODIFIED:src/components/Modal/Modal.tsx
MODIFIED:src/components/SuperDrawer/SuperDrawer.tsx
MODIFIED:src/types.ts
MODIFIED:yarn.lock"
Tmedia 741 large promo block,"Looks like the height of the image is not being constrained. let's work on limiting that with css for now

https://www.chromatic.com/test?appId=5f91e4721ccaba0022a10782&id=62d9524b6faff6c246c1646b
![Screen Shot 2022-07-21 at 09 23 04](https://user-images.githubusercontent.com/5950956/180224235-7b341a55-6692-4f75-891b-23ccbd9e66a6.png)

",https://github.com/WPMedia/arc-themes-blocks/pull/1411#issuecomment-1191480627,7,34,59,70,52,2022-07-11T15:52:16Z,2022-07-28T20:25:03Z,MERGED,13.0,643.0,607.0,"MODIFIED:.storybook/themes/news.scss
MODIFIED:blocks/large-manual-promo-block/features/large-manual-promo/default.jsx
MODIFIED:blocks/large-manual-promo-block/features/large-manual-promo/default.test.jsx
MODIFIED:blocks/large-promo-block/README.md
ADDED:blocks/large-promo-block/_index.scss
MODIFIED:blocks/large-promo-block/features/large-promo/default.jsx
MODIFIED:blocks/large-promo-block/features/large-promo/default.test.jsx
DELETED:blocks/large-promo-block/index.js
MODIFIED:blocks/large-promo-block/index.story.jsx
MODIFIED:blocks/large-promo-block/package-lock.json
MODIFIED:blocks/large-promo-block/package.json
MODIFIED:package-lock.json
MODIFIED:package.json"
Tmedia 741 large promo block,"looks like the image is also taking up the full area when it's only image. is this the desired behavior?

https://www.chromatic.com/test?appId=5f91e4721ccaba0022a10782&id=62d9524b6faff6c246c1646e
![Screen Shot 2022-07-21 at 09 24 50](https://user-images.githubusercontent.com/5950956/180224627-4b8ec35e-495e-4fe4-9f6c-29106c294549.png)

",https://github.com/WPMedia/arc-themes-blocks/pull/1411#issuecomment-1191482467,8,34,59,70,51,2022-07-11T15:52:16Z,2022-07-28T20:25:03Z,MERGED,13.0,643.0,607.0,"MODIFIED:.storybook/themes/news.scss
MODIFIED:blocks/large-manual-promo-block/features/large-manual-promo/default.jsx
MODIFIED:blocks/large-manual-promo-block/features/large-manual-promo/default.test.jsx
MODIFIED:blocks/large-promo-block/README.md
ADDED:blocks/large-promo-block/_index.scss
MODIFIED:blocks/large-promo-block/features/large-promo/default.jsx
MODIFIED:blocks/large-promo-block/features/large-promo/default.test.jsx
DELETED:blocks/large-promo-block/index.js
MODIFIED:blocks/large-promo-block/index.story.jsx
MODIFIED:blocks/large-promo-block/package-lock.json
MODIFIED:blocks/large-promo-block/package.json
MODIFIED:package-lock.json
MODIFIED:package.json"
Tmedia 741 large promo block,Huh looks like the headline was lost https://www.chromatic.com/test?appId=5f91e4721ccaba0022a10782&id=62e137c53db12e76c3bbd79e,https://github.com/WPMedia/arc-themes-blocks/pull/1411#issuecomment-1196792652,50,15,59,70,9,2022-07-11T15:52:16Z,2022-07-28T20:25:03Z,MERGED,13.0,643.0,607.0,"MODIFIED:.storybook/themes/news.scss
MODIFIED:blocks/large-manual-promo-block/features/large-manual-promo/default.jsx
MODIFIED:blocks/large-manual-promo-block/features/large-manual-promo/default.test.jsx
MODIFIED:blocks/large-promo-block/README.md
ADDED:blocks/large-promo-block/_index.scss
MODIFIED:blocks/large-promo-block/features/large-promo/default.jsx
MODIFIED:blocks/large-promo-block/features/large-promo/default.test.jsx
DELETED:blocks/large-promo-block/index.js
MODIFIED:blocks/large-promo-block/index.story.jsx
MODIFIED:blocks/large-promo-block/package-lock.json
MODIFIED:blocks/large-promo-block/package.json
MODIFIED:package-lock.json
MODIFIED:package.json"
Sync News tokens from feature pack,damn -- carousel buttons lost? https://www.chromatic.com/test?appId=61eeeb27215b5f003acdf18f&id=62d022170a2164053d42e210,https://github.com/WPMedia/arc-themes-components/pull/116#issuecomment-1184570444,4,0,6,8,2,2022-07-14T12:45:21Z,2022-07-14T16:11:15Z,MERGED,2.0,785.0,42.0,"MODIFIED:.storybook/themes/news.scss
MODIFIED:src/components/paragraph/_index.scss"
Sync News tokens from feature pack,"> damn -- carousel buttons lost? https://www.chromatic.com/test?appId=61eeeb27215b5f003acdf18f&id=62d022170a2164053d42e210

This is now correct - the top buttons are styled different",https://github.com/WPMedia/arc-themes-components/pull/116#issuecomment-1184585892,5,0,6,8,1,2022-07-14T12:45:21Z,2022-07-14T16:11:15Z,MERGED,2.0,785.0,42.0,"MODIFIED:.storybook/themes/news.scss
MODIFIED:src/components/paragraph/_index.scss"
fix: Fix responsive for workspaces and workspace page,"I'm seeing a couple of button glitches in the snapshots. [Example](https://www.chromatic.com/test?appId=624de63c6aacee003aa84340&id=62def165432045a2e602d03a)

",https://github.com/coder/coder/pull/3189#issuecomment-1194626810,2,5,12,7,10,2022-07-25T19:30:50Z,2022-07-26T18:05:00Z,MERGED,16.0,287.0,459.0,"MODIFIED:site/src/components/BuildsTable/BuildsTable.tsx
MODIFIED:site/src/components/PageHeader/PageHeader.tsx
MODIFIED:site/src/components/Resources/Resources.tsx
MODIFIED:site/src/components/SearchBarWithFilter/SearchBarWithFilter.tsx
MODIFIED:site/src/components/Stack/Stack.tsx
MODIFIED:site/src/components/TabPanel/TabPanel.tsx
DELETED:site/src/components/Table/Table.test.tsx
DELETED:site/src/components/Table/Table.tsx
ADDED:site/src/components/TableContainer/TableContainer.tsx
DELETED:site/src/components/TableTitle/TableTitle.tsx
MODIFIED:site/src/components/Workspace/Workspace.tsx
MODIFIED:site/src/components/WorkspaceActions/WorkspaceActions.tsx
MODIFIED:site/src/components/WorkspaceScheduleButton/WorkspaceScheduleButton.tsx
MODIFIED:site/src/components/WorkspacesTable/WorkspacesTable.tsx
MODIFIED:site/src/theme/overrides.ts
MODIFIED:site/src/theme/theme.ts"
fix: Fix responsive for workspaces and workspace page,"> I'm seeing a couple of button glitches in the snapshots. [Example](https://www.chromatic.com/test?appId=624de63c6aacee003aa84340&id=62def165432045a2e602d03a)

Fixed, thanks for catching those.",https://github.com/coder/coder/pull/3189#issuecomment-1195475937,7,3,12,7,5,2022-07-25T19:30:50Z,2022-07-26T18:05:00Z,MERGED,16.0,287.0,459.0,"MODIFIED:site/src/components/BuildsTable/BuildsTable.tsx
MODIFIED:site/src/components/PageHeader/PageHeader.tsx
MODIFIED:site/src/components/Resources/Resources.tsx
MODIFIED:site/src/components/SearchBarWithFilter/SearchBarWithFilter.tsx
MODIFIED:site/src/components/Stack/Stack.tsx
MODIFIED:site/src/components/TabPanel/TabPanel.tsx
DELETED:site/src/components/Table/Table.test.tsx
DELETED:site/src/components/Table/Table.tsx
ADDED:site/src/components/TableContainer/TableContainer.tsx
DELETED:site/src/components/TableTitle/TableTitle.tsx
MODIFIED:site/src/components/Workspace/Workspace.tsx
MODIFIED:site/src/components/WorkspaceActions/WorkspaceActions.tsx
MODIFIED:site/src/components/WorkspaceScheduleButton/WorkspaceScheduleButton.tsx
MODIFIED:site/src/components/WorkspacesTable/WorkspacesTable.tsx
MODIFIED:site/src/theme/overrides.ts
MODIFIED:site/src/theme/theme.ts"
Image Component - Switch to max-inline-size and 100%,"hmm so the media item is growing past its intrinsic size. I must've missed updating the media item

https://www.chromatic.com/test?appId=61eeeb27215b5f003acdf18f&id=62daa822504dd44d2e0d1700",https://github.com/WPMedia/arc-themes-components/pull/121#issuecomment-1192619108,1,0,1,1,0,2022-07-22T13:40:20Z,2022-07-22T14:18:52Z,MERGED,1.0,1.0,1.0,MODIFIED:src/components/image/_index.scss
